45,2
45,0
45,3
45,3
44,2
45,0
45,4
44,1
45,2
45,0
45,2
45,2
46,1
45,1
44,4
44,2
44,1
45,0
46,1
44,3
46,1
46,0
45,6
44,2
45,2
45,1
45,3
45,3
45,2
45,1
45,5
45,3
45,2
45,1
45,1
45,4
45,1
45,2
45,4
45,3
46,1
45,2
45,2
44,3
46,2
46,1
45,5
44,2
46,2
46,1
44,2
44,3
45,2
45,4
45,5
44,4
47,2
45,3
45,2
45,3
46,1
45,2
45,4
44,1
46,2
45,2
44,2
44,2
45,2
45,2
45,4
43,2
47,2
45,3
44,2
44,3
45,2
45,3
45,4
45,2
46,2
45,3
44,2
44,3
45,1
45,2
44,4
43,3
46,1
45,4
44,2
44,3
45,2
45,3
44,3
46,2
46,0
45,4
44,2
44,3
45,1
45,2
45,3
43,2
45,1
45,5
45,3
44,2
45,1
45,2
45,4
46,2
46,1
45,4
44,2
45,3
45,2
45,3
45,4
44,2
45,1
45,5
44,3
45,1
45,1
45,1
45,4
45,1
45,0
45,5
44,3
45,1
45,2
45,3
45,3
45,3
45,2
45,5
44,3
45,2
45,1
45,2
44,3
45,2
45,0
45,5
45,3
45,2
45,2
44,2
45,3
45,2
45,2
45,4
44,1
47,2
45,1
45,2
45,2
45,2
46,0
45,6
44,3
46,2
45,2
44,3
44,3
45,2
45,3
45,5
44,2
46,2
45,3
44,2
45,3
45,2
45,2
45,5
45,3
47,2
46,3
44,2
44,3
46,1
45,3
45,3
44,4
46,2
45,3
44,1
45,3
45,2
45,3
45,4
43,3
46,2
45,4
45,2
45,3
45,2
45,4
44,4
46,2
46,2
45,4
44,3
45,3
44,2
45,2
45,4
44,3
45,1
45,5
45,3
45,2
45,2
44,3
45,4
45,2
45,2
44,4
44,3
45,2
45,1
45,3
44,3
45,3
45,2
45,5
44,2
45,3
45,2
45,3
45,4
45,3
46,0
44,5
45,3
45,2
44,3
45,3
45,3
45,2
45,2
45,5
44,2
46,3
46,0
46,3
44,2
45,2
45,1
45,6
44,2
46,2
45,2
45,2
44,3
45,3
45,4
44,4
44,3
46,2
45,3
45,3
44,4
45,2
45,3
45,5
44,3
47,3
45,2
44,3
44,3
45,1
45,3
45,3
45,2
46,1
45,3
44,1
45,3
45,2
45,2
45,4
43,3
46,2
45,4
44,2
44,3
45,2
45,4
44,4
46,2
45,2
45,4
44,3
44,3
45,2
45,2
45,5
45,3
46,1
45,4
44,3
45,2
45,2
45,3
44,4
45,2
45,1
45,4
44,3
45,2
45,2
45,3
44,4
45,3
45,2
45,6
44,3
45,2
45,2
45,3
45,4
45,2
45,0
45,5
45,3
45,2
45,1
45,2
44,4
45,2
45,2
45,5
44,2
47,0
45,0
45,2
45,1
46,1
45,0
45,5
44,3
46,2
45,2
44,2
44,2
45,2
45,3
45,3
44,2
46,2
46,2
45,2
45,2
45,2
45,3
45,4
44,3
48,3
45,2
44,1
44,2
45,0
45,3
45,3
45,3
46,1
45,3
44,2
44,3
45,2
45,3
45,4
45,3
46,1
45,3
44,2
45,2
45,1
45,3
45,4
44,3
45,1
45,5
45,2
45,2
45,1
45,3
45,4
46,1
45,2
44,4
44,3
45,1
45,1
45,1
44,3
45,2
46,0
45,6
44,2
45,2
44,2
45,3
45,3
45,2
45,2
45,5
45,3
45,1
45,1
45,2
45,4
44,2
45,3
45,5
44,3
46,2
45,2
45,2
44,1
46,2
45,0
45,6
44,2
46,3
45,2
44,3
44,3
45,2
45,4
44,6
44,3
46,3
45,3
44,3
45,4
45,3
44,4
45,4
43,3
47,3
45,3
44,3
45,3
45,3
45,3
44,5
43,4
46,2
45,5
44,2
44,4
44,2
45,4
45,4
45,4
45,2
45,6
44,5
44,4
45,2
45,4
45,4
46,3
45,2
45,5
45,4
45,3
45,2
45,3
45,4
46,3
45,2
45,6
45,4
45,2
45,3
45,3
45,4
45,1
46,0
45,5
45,4
46,2
45,3
44,2
45,4
45,3
45,1
45,6
44,3
46,2
45,3
45,3
45,3
45,3
45,4
44,5
44,3
46,3
45,3
44,3
44,4
46,3
44,3
44,4
44,3
46,3
45,3
44,2
45,2
45,4
45,2
45,5
43,2
46,3
45,3
45,4
45,3
45,2
45,3
44,5
43,4
46,3
45,6
44,3
45,4
45,2
45,4
44,5
45,3
45,0
45,7
45,4
46,3
45,2
45,4
45,5
45,3
45,2
45,6
44,2
45,3
46,1
45,3
45,3
45,3
45,4
45,5
44,4
47,3
45,2
45,3
43,4
45,3
45,4
45,5
44,3
47,3
45,3
45,3
44,4
45,3
45,4
44,7
44,3
47,3
45,3
44,2
44,5
45,2
45,3
45,5
46,3
46,2
45,4
44,3
44,4
45,2
45,5
44,5
45,3
45,3
45,5
45,4
44,3
45,3
45,4
44,4
46,3
45,2
44,6
44,4
46,3
45,2
44,4
44,4
45,3
45,3
45,5
44,4
45,2
45,2
45,3
45,4
46,2
45,4
45,6
44,3
46,3
45,3
45,3
45,4
45,3
45,2
45,7
44,2
47,3
45,3
45,3
44,4
45,3
45,3
45,7
44,3
46,3
45,4
44,3
44,2
45,3
45,3
45,6
44,3
47,3
45,3
44,3
44,4
45,3
45,5
44,5
44,3
46,2
45,6
45,3
44,4
45,2
45,4
44,5
45,4
46,1
45,7
45,3
46,3
46,2
45,4
45,5
45,2
45,1
45,7
44,2
45,3
44,2
45,3
45,3
45,3
46,1
45,6
44,4
46,3
45,3
44,3
44,4
46,3
44,3
45,7
45,4
47,3
45,3
44,3
45,5
45,3
45,3
45,5
43,4
46,3
45,5
44,4
45,4
45,2
45,3
44,4
44,3
46,1
45,6
44,2
44,3
45,2
45,3
45,4
46,3
46,2
45,7
44,4
46,2
45,1
45,3
44,5
45,3
46,5
45,6
44,3
46,3
45,2
45,0
45,1
45,0
45,2
45,2
44,0
46,0
45,1
44,0
44,1
45,0
44,1
44,2
45,1
46,0
45,2
44,0
44,1
44,1
46,2
44,3
46,1
45,0
45,3
44,1
44,1
45,0
45,1
44,2
45,0
45,0
45,4
45,2
46,1
45,0
45,1
45,2
45,0
45,0
45,3
45,2
45,0
45,1
45,1
45,2
46,1
45,0
45,4
44,1
45,1
46,1
44,1
44,2
45,1
45,1
45,3
45,2
47,1
45,2
44,1
44,2
46,1
45,1
45,3
45,0
47,1
46,1
44,2
44,0
45,0
45,2
44,2
45,1
45,0
45,5
44,1
45,1
45,0
44,2
44,3
45,1
45,0
45,5
45,2
45,1
45,1
45,3
44,3
45,1
46,0
45,5
44,3
45,2
45,1
45,2
44,2
46,2
45,0
45,6
45,2
46,2
45,1
45,2
44,3
45,2
45,2
45,5
45,4
47,2
45,4
45,2
44,3
46,2
45,3
45,4
46,3
46,2
45,4
44,2
44,3
44,3
45,4
45,4
46,3
45,1
45,4
44,2
44,3
45,1
45,3
45,3
46,3
45,2
44,5
44,3
44,2
45,2
45,3
45,3
46,3
45,2
45,6
44,3
45,2
45,1
45,3
44,4
45,2
46,1
45,6
45,3
46,2
45,2
45,3
45,3
46,1
45,0
45,5
44,3
46,1
45,3
45,1
45,3
46,2
45,2
45,4
45,3
46,2
45,3
44,2
44,3
46,2
45,3
45,4
46,2
45,2
46,4
44,2
44,3
45,2
45,4
44,4
45,2
47,2
45,4
44,3
44,2
44,2
45,2
44,4
46,2
47,1
45,4
44,3
45,3
44,2
45,3
44,4
45,3
46,0
44,6
44,3
45,2
45,2
45,4
45,4
45,2
46,0
46,6
45,3
45,2
45,2
45,3
44,3
45,3
45,1
45,5
44,2
46,2
45,1
44,2
45,2
45,2
45,4
44,5
44,3
46,2
45,3
44,4
44,3
45,2
45,3
45,4
43,3
46,2
45,3
44,2
45,3
45,2
45,2
44,5
43,3
46,2
45,5
44,2
45,4
45,2
45,5
45,4
43,3
46,1
45,6
45,4
45,3
45,2
45,3
45,5
45,3
45,1
45,7
45,3
45,2
45,2
45,3
44,4
46,2
45,1
45,6
45,3
46,3
45,2
45,3
45,4
46,1
45,2
44,5
45,4
45,1
45,3
45,2
45,4
46,1
45,3
45,5
44,3
46,3
45,3
44,2
45,4
45,2
45,3
44,5
46,3
46,3
45,4
44,2
44,3
45,2
45,4
44,4
46,3
46,2
45,5
45,3
44,2
45,2
45,3
44,4
46,2
45,2
45,4
44,3
45,2
45,2
44,4
45,4
46,2
45,3
45,6
45,3
45,3
45,2
45,3
45,4
45,2
46,3
44,7
44,3
46,3
45,2
45,3
44,4
45,2
45,3
45,5
44,2
46,3
45,2
45,3
44,2
45,2
45,3
45,5
46,3
47,3
45,4
44,3
43,3
45,2
45,5
44,5
46,2
46,2
45,6
44,3
44,3
45,2
45,4
45,4
45,3
45,2
45,6
45,3
45,3
44,1
44,4
44,3
46,3
46,0
45,7
44,3
46,3
45,3
45,3
45,4
46,3
45,3
45,6
44,3
47,3
44,0
44,0
45,0
45,0
45,1
44,2
43,1
47,0
46,1
44,0
44,1
44,1
45,1
44,1
47,0
46,0
45,4
45,0
45,2
45,0
45,2
45,1
45,2
45,0
44,6
44,3
46,2
45,1
45,3
44,4
45,2
46,0
45,6
45,3
46,3
45,3
45,3
45,3
